patient_id,EGFR,KRAS,ALK,ROS1,TP53,STK11,KEAP1,PTEN,BRAF,PIK3CA,NFE2L2,MET,GENE001,GENE002,GENE003,GENE004,GENE005,GENE006,GENE007,GENE008,GENE009,GENE010,GENE011,GENE012,GENE013,GENE014,GENE015,GENE016,GENE017,GENE018,GENE019,GENE020,GENE021,GENE022,GENE023,GENE024,GENE025,GENE026,GENE027,GENE028,GENE029,GENE030,GENE031,GENE032,GENE033,GENE034,GENE035,GENE036,GENE037,GENE038,GENE039,GENE040
PT0462,9.017,5.589,2.491,22.839,7.423,14.674,9.729,3.977,8.153,4.18,8.346,12.888,6.827,9.497,3.684,9.239,9.012,5.541,7.791,9.792,5.02,15.401,11.216,4.97,7.614,12.928,5.216,8.152,3.388,10.591,6.09,4.429,13.598,5.462,6.136,3.639,5.781,17.416,5.581,8.744,4.076,7.725,2.0,6.431,6.422,6.134,9.971,3.468,7.053,4.231,4.105,9.615
PT0463,3.297,7.596,7.064,2.646,20.647,15.707,12.052,13.97,10.053,5.798,7.93,3.066,9.851,10.936,4.025,5.152,9.852,9.003,1.837,3.308,14.792,7.868,5.188,5.358,18.674,9.623,17.358,6.713,6.2,7.245,7.934,12.544,9.593,1.961,17.903,4.45,4.114,5.208,21.716,4.695,7.979,6.979,5.752,16.547,15.482,6.182,2.47,7.487,4.634,2.475,5.555,4.904
PT0464,7.267,6.594,5.138,3.835,7.102,24.104,3.689,8.586,6.784,9.21,4.513,21.626,14.115,11.651,2.994,9.946,6.678,8.25,10.255,7.126,5.916,7.058,8.998,7.901,8.8,5.872,7.705,22.733,3.75,4.205,12.432,6.762,3.472,7.837,24.872,3.53,4.448,4.265,15.255,9.913,5.195,4.063,12.219,11.544,3.592,6.308,12.088,4.907,6.756,5.36,2.949,6.003
PT0465,4.984,5.489,8.744,14.315,20.255,11.996,5.89,20.278,2.159,7.715,14.945,7.229,7.024,14.951,9.327,12.174,3.531,5.623,9.997,6.449,9.201,18.285,3.011,4.088,21.154,7.059,14.787,5.816,13.572,5.983,8.429,3.989,2.674,7.326,8.174,7.351,5.296,5.19,9.905,1.599,6.716,22.659,6.177,2.877,9.066,11.253,12.973,10.888,4.017,25.311,4.501,7.61
PT0466,8.957,8.465,15.526,8.187,15.12,12.508,10.205,5.295,11.227,5.336,8.635,5.292,14.604,7.34,13.32,7.484,6.339,7.102,4.067,3.271,6.083,7.597,6.318,3.453,3.984,6.626,5.852,4.403,4.166,19.879,6.283,12.038,18.185,9.451,7.43,4.553,10.205,11.512,6.448,10.975,6.584,24.146,4.232,8.901,12.135,9.511,7.058,12.855,10.535,5.295,21.663,7.428
PT0467,6.478,6.481,15.519,5.753,6.517,6.168,7.037,19.098,9.612,6.853,14.679,6.133,4.816,6.835,7.659,2.543,1.967,16.452,9.81,2.917,8.534,11.973,15.672,3.1,5.111,7.741,10.981,7.543,10.31,3.946,5.995,13.45,7.599,7.408,24.276,8.95,6.094,16.079,15.973,7.299,8.988,10.022,8.573,10.219,8.349,3.309,3.137,2.941,4.208,6.38,7.445,6.774
PT0468,6.536,6.207,8.1,7.403,6.305,8.336,7.203,10.588,7.874,3.921,6.746,5.372,9.127,3.216,4.16,4.579,6.433,11.63,5.335,9.485,15.192,5.857,10.272,11.192,7.433,8.328,5.508,6.044,8.583,3.364,9.692,3.254,7.085,5.397,9.48,10.076,9.188,8.742,8.776,5.323,4.411,8.106,3.804,4.053,6.109,9.971,11.641,2.986,3.686,11.189,3.504,5.802
PT0469,6.638,11.897,12.022,4.686,14.851,5.293,17.326,11.061,17.131,7.513,2.871,10.235,4.534,6.644,14.179,14.469,4.955,4.915,13.712,5.798,17.534,7.036,21.894,18.304,4.367,6.0,4.641,5.886,28.387,8.583,6.452,10.394,8.396,5.423,10.142,5.615,2.163,21.215,6.904,3.552,12.26,6.499,11.168,15.414,8.126,3.406,5.816,6.325,6.395,10.023,10.292,8.239
PT0470,10.412,5.477,15.543,7.986,7.697,13.656,6.42,5.093,3.892,2.045,7.397,8.652,8.814,5.596,6.288,8.393,11.122,3.134,5.071,12.727,4.026,6.473,5.753,12.661,10.123,5.569,6.555,11.748,7.382,13.893,12.123,12.392,6.738,7.536,9.602,8.721,4.3,4.337,6.933,3.791,5.884,4.424,5.072,11.178,9.346,5.556,6.268,8.039,7.715,2.585,12.875,9.819
PT0471,10.505,10.426,7.222,15.648,8.442,4.4,4.855,9.829,1.85,7.951,6.941,4.842,5.027,12.312,3.324,14.882,1.935,4.234,4.905,7.211,3.765,5.307,13.284,5.136,4.164,7.402,6.692,8.718,14.825,6.112,3.751,19.199,6.539,4.699,7.979,15.908,7.582,5.001,11.85,4.134,8.967,9.132,14.347,16.671,10.924,14.09,6.075,3.857,4.371,9.483,19.731,3.633
PT0472,5.108,6.244,8.051,6.234,7.74,8.166,2.375,10.407,16.298,14.051,11.01,16.196,8.061,10.286,2.878,2.394,19.965,8.055,5.354,29.344,1.474,8.833,7.81,5.453,8.668,3.059,26.674,12.977,5.822,4.795,11.169,9.538,6.816,3.719,6.447,2.943,4.027,5.703,8.63,4.333,6.947,7.293,8.681,3.781,16.626,7.548,6.396,5.651,8.935,17.598,9.825,4.888
PT0473,7.491,9.998,10.635,8.052,5.764,5.414,6.077,4.831,9.564,11.246,14.564,17.449,10.805,15.101,8.076,6.916,6.247,4.972,8.293,8.068,10.241,4.98,8.7,4.311,3.434,9.106,3.819,4.432,4.137,6.605,5.049,10.983,2.635,8.227,11.319,2.863,10.462,14.049,5.498,7.239,8.495,9.943,4.021,6.218,3.491,6.528,4.3,2.848,4.122,16.229,11.653,6.932
PT0474,4.238,8.827,6.949,13.566,6.523,7.274,5.937,4.089,3.443,11.02,15.236,4.433,4.894,12.563,15.182,6.701,3.361,4.835,4.438,17.893,16.476,7.011,8.435,7.041,4.765,8.957,5.336,10.07,8.568,6.628,7.327,7.905,5.969,7.161,3.693,15.948,6.423,4.532,2.531,3.447,10.703,11.993,6.829,4.956,7.137,1.967,8.72,10.078,17.887,3.184,7.924,7.964
PT0475,17.436,9.13,5.566,19.927,5.827,11.29,18.727,4.976,6.359,5.979,17.307,15.398,3.303,13.146,6.085,3.248,9.128,10.559,22.259,8.812,8.7,8.995,10.956,11.8,8.306,1.572,10.489,7.523,13.428,12.988,22.097,10.76,5.578,9.57,12.922,4.328,6.156,7.241,10.852,5.071,6.099,21.714,6.872,5.066,6.877,10.315,13.737,14.541,9.171,8.564,4.675,10.633
PT0476,5.928,5.077,4.937,5.638,4.766,6.773,15.084,15.607,10.589,9.263,12.792,13.825,7.257,9.588,5.368,5.302,9.423,6.39,6.15,7.718,6.629,20.222,14.543,6.8,9.871,4.297,6.797,5.507,5.551,18.992,12.861,18.036,11.887,5.579,16.149,27.568,4.269,4.014,7.696,2.956,11.401,7.296,9.733,5.135,16.34,6.451,7.072,8.141,9.47,13.83,8.197,9.053
PT0477,6.115,6.003,7.097,8.715,7.081,9.706,5.963,8.004,4.262,6.029,9.054,12.244,10.27,7.951,6.429,11.933,9.135,6.084,17.399,9.704,11.481,2.977,7.651,6.979,4.508,7.35,7.912,3.451,11.978,6.858,5.878,10.796,11.381,6.783,6.85,10.271,6.506,7.99,11.303,20.191,5.908,8.318,3.667,3.681,4.062,7.032,4.077,8.956,7.845,11.463,6.309,5.697
PT0478,7.765,6.161,5.255,5.708,18.489,5.337,21.269,11.929,10.255,7.004,6.718,16.643,8.885,6.189,4.821,9.594,21.777,8.2,6.417,5.068,4.831,7.657,8.989,1.419,3.424,2.408,10.808,7.172,9.601,4.88,6.279,5.479,5.827,4.631,6.354,2.157,3.338,4.707,8.367,9.262,8.933,6.535,11.237,7.508,17.538,3.847,6.023,9.972,7.831,5.434,3.747,4.442
PT0479,9.257,8.63,10.372,5.484,16.823,16.702,10.857,8.565,22.284,6.972,10.472,5.099,5.032,7.363,5.609,5.6,4.902,15.211,6.319,5.358,10.574,10.106,7.044,8.212,9.673,9.244,6.875,4.22,7.281,4.045,11.961,7.221,6.596,5.989,20.357,10.357,11.442,32.978,12.181,1.954,6.923,8.772,4.573,3.334,4.83,4.52,6.561,13.783,3.405,8.817,18.083,8.599
PT0480,9.461,12.123,6.036,6.182,7.759,7.004,6.795,7.841,15.524,1.448,5.852,13.15,12.001,4.7,8.363,8.617,8.557,8.589,5.214,16.975,14.842,6.264,8.585,3.889,4.417,12.161,5.165,10.613,8.004,3.091,12.238,20.384,7.306,10.924,7.057,6.304,8.375,10.778,9.621,10.112,5.177,4.477,2.959,11.983,4.903,7.074,6.413,12.666,8.731,9.129,6.442,5.115
PT0481,18.532,13.912,14.271,5.516,8.856,13.751,11.062,8.277,7.667,11.416,5.044,7.067,6.849,8.953,5.133,13.285,7.966,10.403,5.087,6.735,14.051,11.194,4.919,6.229,8.934,9.405,3.756,9.329,7.735,7.115,7.517,3.966,18.501,16.723,5.836,7.087,6.099,5.586,7.319,27.748,2.353,16.62,6.567,10.421,3.669,2.778,8.487,10.575,10.467,5.911,4.412,4.412
PT0482,10.78,6.388,12.647,3.22,10.648,23.629,8.96,5.989,9.14,9.108,9.974,25.222,11.587,7.129,11.748,4.267,5.278,7.676,9.146,4.166,10.834,9.517,12.355,8.449,14.056,11.905,7.112,9.431,5.39,3.371,11.118,5.518,11.885,6.328,12.238,10.221,4.093,11.07,6.805,8.392,4.828,9.653,4.977,2.278,6.678,10.485,6.826,11.729,4.819,8.073,5.919,10.808
PT0483,13.512,8.682,3.917,2.836,15.345,3.393,5.093,13.794,4.862,10.973,8.333,6.291,5.093,2.798,4.52,8.475,8.539,15.987,13.27,9.587,5.969,9.326,10.625,7.501,10.128,7.045,9.629,29.303,7.778,10.547,6.176,5.344,5.05,9.028,4.455,5.018,8.919,7.039,2.872,9.321,5.212,3.887,7.504,4.771,5.788,10.387,7.178,3.871,8.2,8.051,12.018,5.215
PT0484,13.091,3.287,11.887,5.257,8.526,4.644,3.12,8.072,8.314,4.63,11.383,4.028,9.85,2.027,10.503,12.338,13.803,3.991,7.779,4.878,6.51,6.048,8.77,10.218,3.408,11.382,8.153,13.891,8.887,6.556,1.907,14.643,14.322,5.079,2.738,5.777,4.626,5.29,3.435,9.526,5.693,7.453,15.66,8.257,7.718,4.33,7.347,9.829,4.253,5.339,6.484,5.881
PT0485,6.648,3.673,5.849,8.024,6.829,7.246,4.742,8.289,6.602,10.215,5.266,14.608,14.208,5.223,8.76,5.188,4.85,4.206,4.768,7.728,4.883,6.667,7.382,15.165,13.647,10.535,13.131,2.764,5.067,5.175,13.219,4.788,4.44,3.569,7.703,7.263,12.063,9.381,20.856,18.996,13.82,13.447,6.84,26.388,6.695,4.617,3.946,5.277,11.657,6.342,5.001,7.939
PT0486,20.543,6.031,13.66,13.637,6.544,14.916,7.405,3.641,4.753,9.224,13.288,12.773,5.681,5.917,6.074,14.042,9.243,5.716,8.191,13.138,19.059,6.63,5.302,2.281,12.842,6.964,5.983,9.969,2.035,15.185,5.953,6.049,12.259,5.516,5.941,2.899,10.114,3.435,4.788,21.878,4.432,10.305,16.706,6.044,10.322,7.686,8.847,9.711,7.688,5.416,14.313,2.316
PT0487,12.52,5.751,9.068,5.8,14.353,6.723,6.227,8.653,3.997,2.498,8.925,10.589,6.834,6.404,6.35,7.001,12.176,20.299,5.012,14.226,14.097,4.609,4.597,3.272,5.434,7.75,8.438,8.26,9.909,3.079,10.3,7.268,7.399,6.469,5.213,5.874,4.952,15.356,5.259,8.471,9.862,5.483,19.984,14.724,9.062,7.278,11.661,7.874,16.464,16.167,4.836,25.737
PT0488,12.028,3.843,6.945,6.929,27.998,10.504,6.635,5.232,20.3,3.132,8.727,7.924,10.764,13.769,6.262,12.756,10.219,15.949,1.987,18.555,7.422,8.054,4.222,16.122,5.915,3.225,4.855,8.266,5.205,11.61,6.987,9.958,3.948,6.252,5.322,7.703,6.419,13.601,20.701,2.7,27.423,10.193,19.652,21.198,2.151,4.795,8.436,7.955,11.518,8.636,10.874,14.466
PT0489,4.841,3.029,9.79,10.396,5.334,5.299,12.001,5.719,8.126,7.503,5.161,10.043,10.251,5.471,17.056,11.624,3.348,4.256,7.848,13.41,7.388,4.461,4.975,9.03,15.015,3.771,2.834,5.83,9.509,7.775,6.605,10.256,5.671,4.921,5.646,6.889,17.682,4.125,8.504,6.987,4.608,8.766,8.212,7.681,13.111,6.899,7.783,10.285,5.753,12.198,7.474,18.689
PT0490,11.217,10.63,5.443,10.808,4.325,11.335,5.678,12.552,4.687,5.315,6.331,17.479,9.428,4.018,4.914,8.361,8.507,5.863,3.139,10.365,8.59,4.737,11.872,4.968,8.605,12.291,9.783,11.692,4.778,8.389,4.866,4.184,6.414,7.919,6.609,7.273,9.847,6.751,2.725,3.156,9.081,5.486,14.278,3.998,7.344,4.267,29.522,8.625,8.401,9.018,5.398,6.855
PT0491,11.289,6.076,8.314,7.11,12.081,5.673,11.516,4.227,6.316,7.258,3.831,7.877,7.426,8.877,13.344,6.332,6.105,9.706,5.415,9.822,5.527,3.811,9.253,6.228,9.097,12.467,5.822,1.865,8.748,7.318,11.201,4.183,11.929,12.6,2.473,6.797,11.789,2.781,2.057,3.546,10.599,8.777,14.205,3.886,7.122,3.286,8.774,6.603,19.255,12.423,12.52,7.651
PT0492,7.134,4.296,8.542,7.327,8.067,12.323,5.852,6.67,16.289,5.377,14.878,6.375,3.623,11.947,12.202,5.279,13.573,7.635,7.575,8.673,9.854,12.494,3.603,7.143,12.712,4.921,10.089,3.868,6.486,4.158,11.631,3.611,13.397,5.593,11.301,2.59,5.458,9.575,3.122,12.148,7.469,4.157,13.925,2.971,5.63,10.72,20.877,19.969,14.701,5.891,10.625,11.59
PT0493,23.346,24.986,6.628,18.823,9.556,2.513,9.966,10.189,17.403,15.03,6.305,5.552,7.867,16.271,6.22,7.977,6.944,11.491,6.064,7.336,9.755,5.644,4.548,12.015,9.633,3.444,5.402,10.066,6.198,9.981,14.403,13.42,2.972,8.845,6.484,4.399,10.578,8.454,5.949,6.63,7.985,6.112,7.364,7.943,11.493,9.04,4.944,8.22,5.88,8.525,10.977,7.624
PT0494,9.899,8.509,8.555,6.384,13.5,3.532,6.655,13.313,5.737,2.932,11.711,7.135,4.146,4.542,16.54,8.143,19.564,5.77,6.491,23.398,9.445,4.84,14.719,6.061,30.327,2.747,3.41,8.162,7.069,13.42,10.87,6.587,5.53,9.61,6.353,2.603,3.681,8.133,11.148,6.05,10.313,3.961,14.18,7.946,6.101,3.787,4.725,9.898,4.533,4.132,7.41,8.448
PT0495,6.615,7.68,4.416,5.916,7.912,20.339,9.479,5.668,8.577,3.797,8.32,7.445,8.218,6.542,2.242,14.791,4.015,3.224,15.745,7.207,7.829,10.786,17.432,7.108,14.791,13.214,4.674,11.67,8.624,2.662,9.489,8.2,11.957,11.806,6.555,7.972,9.967,5.527,9.144,9.472,24.97,11.882,12.138,4.997,12.707,7.369,3.469,6.802,5.538,8.734,6.708,5.836
PT0496,10.346,10.947,9.286,3.391,5.049,9.409,5.045,8.699,12.114,4.573,5.642,6.494,2.46,6.019,8.327,7.021,9.473,10.047,11.787,17.352,2.228,6.05,11.473,3.663,7.964,8.796,6.318,6.17,3.082,7.741,5.87,7.483,9.02,10.004,11.497,10.983,11.657,7.034,5.622,11.071,5.181,12.393,8.56,15.389,4.087,7.853,4.259,5.798,4.847,8.522,1.343,4.693
PT0497,11.756,6.294,3.995,9.298,3.655,5.784,5.363,8.55,6.554,3.792,7.871,8.604,16.098,15.226,7.856,8.746,4.791,13.787,15.505,7.069,6.938,8.665,21.892,14.817,7.84,19.288,5.208,5.715,13.284,6.928,7.81,3.514,9.076,11.784,8.887,7.376,6.371,5.125,11.138,4.793,9.51,5.935,4.759,5.359,16.511,15.812,4.497,5.266,5.815,3.152,6.149,13.508
PT0498,15.7,17.695,9.585,6.61,7.751,23.989,7.348,4.149,4.343,5.538,7.137,6.51,20.278,10.316,7.44,17.03,17.812,3.425,8.193,13.791,3.823,6.783,5.269,8.944,6.359,13.995,6.363,10.917,11.885,6.336,9.479,3.236,9.705,7.551,23.029,2.514,8.967,6.443,3.6,15.641,8.1,8.085,10.144,7.81,13.94,13.982,6.913,8.04,32.639,2.992,6.267,9.599
PT0499,9.976,3.839,8.922,19.159,5.689,14.044,8.885,2.474,4.796,7.209,13.642,6.338,9.822,7.463,11.195,8.62,16.11,2.888,8.247,1.803,3.34,8.773,9.359,5.647,13.611,20.487,9.61,8.061,8.486,9.028,2.175,4.215,10.241,3.925,2.608,5.678,5.904,5.137,6.113,4.755,21.324,15.384,9.252,11.754,3.947,15.157,8.031,7.764,9.427,4.333,11.84,7.76
PT0500,15.893,4.962,9.992,6.383,9.611,14.426,11.163,2.758,7.824,3.838,9.867,8.323,5.164,10.441,6.03,9.216,4.677,5.886,17.528,8.115,22.911,8.086,5.419,3.664,4.058,11.235,7.255,3.172,3.268,6.651,4.248,20.137,13.35,4.312,11.508,10.153,6.206,5.211,12.826,10.335,15.995,3.399,3.707,11.326,10.867,6.194,6.043,10.618,15.893,9.597,25.343,5.449
PT0501,17.281,7.71,5.466,11.193,4.373,7.431,8.533,10.038,5.304,8.721,7.479,8.172,6.768,6.215,6.71,16.395,10.744,2.902,5.435,5.498,5.971,2.632,23.22,7.068,11.557,5.591,9.229,11.819,10.935,5.995,6.967,6.13,5.809,5.87,12.394,8.679,8.102,5.11,29.328,6.38,19.715,7.179,4.206,9.799,5.569,12.602,7.262,6.22,4.528,5.0,7.494,21.858
PT0502,4.024,5.866,30.298,11.876,6.862,11.402,6.694,7.785,4.09,13.767,5.277,15.488,12.232,6.691,13.09,7.677,7.243,9.15,8.686,16.58,6.931,14.881,9.369,11.084,5.494,6.246,6.778,4.352,7.261,13.385,11.511,9.639,2.342,4.553,1.802,9.997,8.941,1.987,5.216,6.797,9.844,9.729,13.557,9.685,3.973,5.173,5.038,14.319,9.437,5.908,26.396,6.04
PT0503,5.852,15.774,6.406,16.851,4.84,11.394,7.087,3.724,6.921,12.395,4.325,16.735,10.912,7.252,6.95,8.956,3.306,4.138,7.88,16.014,6.553,11.917,9.332,22.589,2.924,12.923,5.207,11.481,16.155,4.511,15.466,4.461,8.933,5.04,10.099,10.321,7.738,4.813,4.343,6.254,9.037,9.876,6.595,8.572,5.658,4.446,4.516,12.386,11.754,2.601,6.96,2.715
PT0504,4.664,3.856,7.676,3.96,7.785,4.392,3.846,5.326,12.356,19.231,20.524,12.663,5.561,5.798,4.392,10.702,4.408,10.695,8.52,5.509,5.005,3.685,9.106,18.62,12.133,3.623,4.492,8.155,5.79,5.979,18.053,28.034,5.136,6.626,7.178,4.055,9.082,11.214,8.198,12.324,7.587,5.857,10.968,13.403,7.76,21.754,4.289,2.326,3.115,37.311,13.076,9.188
PT0505,7.833,5.678,4.988,16.182,6.06,10.602,6.074,6.022,10.918,12.642,5.913,16.293,14.277,6.531,9.793,6.917,7.766,6.22,9.886,7.264,16.804,11.294,5.325,5.945,9.196,9.846,2.458,9.877,6.604,5.927,5.199,7.825,3.106,7.186,7.109,7.768,4.264,14.96,8.351,11.39,6.176,2.763,6.362,12.331,5.226,4.612,5.825,3.649,5.225,6.295,13.59,2.338
PT0506,17.392,9.467,14.124,7.57,10.902,7.903,14.058,6.152,6.945,7.215,3.465,10.073,11.269,8.728,7.066,4.203,9.549,7.891,7.827,12.032,3.069,6.629,7.337,5.823,8.551,6.015,9.771,12.282,11.718,4.893,7.889,3.356,7.206,5.97,7.553,8.037,3.39,5.397,10.856,7.429,5.015,5.184,3.894,4.574,9.366,14.303,13.632,6.007,3.316,3.808,2.904,13.688
PT0507,12.338,10.98,5.715,7.146,15.081,15.159,15.649,7.274,20.054,17.265,12.984,16.14,10.256,8.269,5.554,3.529,6.141,10.28,10.971,8.811,9.601,7.803,2.369,4.411,6.334,14.108,12.589,4.512,2.552,5.626,5.873,5.824,4.858,8.63,9.249,4.187,8.975,7.409,9.836,13.324,8.883,12.284,5.267,9.371,13.315,5.683,2.15,7.97,3.657,3.377,18.182,5.384
PT0508,4.424,12.783,11.479,6.461,6.976,16.29,12.616,22.82,5.266,10.291,5.106,7.205,6.599,14.98,9.707,6.628,8.556,6.672,4.881,7.961,5.683,13.617,6.034,9.044,7.328,5.596,4.464,10.248,5.988,14.823,5.056,8.806,6.798,18.572,6.267,5.186,2.102,13.818,16.837,3.711,10.915,5.443,2.363,7.451,3.553,5.359,10.039,9.693,4.842,12.962,4.108,7.217
PT0509,8.276,9.062,4.566,6.199,5.686,7.108,8.607,4.954,7.492,18.075,10.771,10.556,7.852,11.129,5.008,12.871,8.636,4.449,9.407,12.387,14.145,11.866,4.544,4.926,5.387,5.12,4.55,7.216,6.653,4.809,6.367,12.429,2.554,4.533,5.289,6.511,3.078,3.191,19.462,9.189,8.699,8.128,9.556,6.352,2.705,18.753,10.161,9.076,10.799,6.86,6.816,7.343
PT0510,14.532,23.763,8.3,6.355,19.691,6.62,9.905,7.948,3.949,6.68,11.818,9.949,5.522,7.105,4.509,12.068,8.526,11.67,4.432,3.939,11.483,11.764,11.316,9.595,14.553,11.951,4.767,6.552,2.346,25.788,8.066,6.235,9.085,5.597,12.274,18.075,3.598,8.762,10.503,3.727,3.403,6.73,3.635,15.383,6.992,2.767,5.808,6.461,12.087,8.368,4.584,6.282
PT0511,5.722,7.173,6.005,2.401,9.531,9.624,11.093,4.984,11.441,2.665,9.397,3.796,8.625,2.575,6.462,16.567,4.111,3.542,12.49,17.08,7.879,19.23,14.986,8.463,14.783,1.472,8.619,7.449,4.571,3.301,11.468,10.44,6.82,4.161,7.577,11.643,10.448,3.046,4.549,1.823,9.658,11.57,21.183,7.953,7.964,7.502,9.586,17.116,5.754,8.563,5.123,3.702
PT0512,7.111,9.076,11.159,9.653,11.523,11.099,4.225,5.357,7.308,4.181,13.478,5.455,5.659,3.62,6.695,11.539,7.917,14.928,11.908,9.546,3.63,12.413,8.723,8.874,7.256,12.612,7.641,5.794,8.128,2.154,3.6,8.641,7.681,12.591,11.509,7.025,9.979,8.81,6.554,3.235,29.506,5.288,4.896,8.616,7.582,9.322,14.675,3.933,4.466,6.776,3.918,9.285
PT0513,9.804,11.733,6.244,7.754,11.08,6.29,4.821,4.71,3.374,7.996,3.779,8.088,14.052,5.779,7.561,5.303,9.626,5.449,6.659,1.796,11.132,5.545,4.512,4.43,7.475,8.564,6.489,7.583,8.548,5.133,7.118,8.32,4.885,11.15,28.639,7.154,34.075,6.444,8.176,11.116,7.145,8.683,8.075,13.123,10.506,4.966,5.015,5.944,15.969,10.061,5.96,8.266
PT0514,3.002,6.971,4.759,4.723,16.362,7.996,15.646,6.566,5.154,9.556,5.48,8.873,8.009,6.116,4.032,3.543,3.53,5.675,5.747,4.829,12.222,4.015,4.355,12.819,8.594,5.474,7.1,8.375,16.261,3.849,4.6,6.043,4.702,3.847,3.847,3.164,6.132,6.8,6.706,6.887,4.354,8.274,4.413,4.508,9.706,4.282,8.242,5.277,7.366,22.893,15.696,4.82
PT0515,11.021,7.366,8.895,7.289,13.299,11.347,15.342,5.569,18.957,6.647,8.384,6.942,8.718,3.924,17.4,5.665,15.863,9.002,7.268,7.346,10.459,11.005,11.103,6.532,11.735,10.311,3.19,5.424,11.544,13.657,15.439,9.063,11.192,9.199,4.835,7.097,6.013,6.383,13.749,7.759,14.235,4.355,3.51,5.565,2.74,4.485,5.627,7.956,6.568,5.723,3.948,10.412
PT0516,10.938,6.375,4.072,23.143,11.368,9.878,8.345,8.829,11.122,11.884,7.468,6.454,9.249,6.133,10.323,6.424,15.235,9.103,9.644,23.924,6.553,3.269,6.65,3.934,8.347,5.797,6.83,12.719,3.773,9.18,17.998,13.081,9.565,3.727,5.302,11.443,6.7,19.138,10.553,4.704,4.487,8.638,7.144,6.35,7.177,21.678,6.267,8.88,18.352,7.538,12.621,9.935
PT0517,12.1,6.892,4.557,9.057,12.075,14.886,6.361,8.235,8.21,4.221,7.175,6.764,9.208,7.748,7.908,5.059,8.016,9.517,3.519,7.632,10.315,6.249,6.674,7.085,5.92,10.113,6.626,7.786,10.661,4.246,5.984,7.429,6.152,8.814,7.172,5.709,3.531,1.877,8.64,5.068,7.912,11.963,5.161,4.397,4.694,2.86,7.01,7.516,6.62,10.343,9.256,4.522
PT0518,4.575,5.179,10.345,6.221,5.308,9.772,8.295,4.68,11.931,5.234,11.665,7.429,3.874,5.418,8.26,11.629,20.828,3.548,4.507,3.606,5.168,6.222,4.407,7.888,6.625,7.734,9.247,4.315,8.76,6.579,5.308,6.283,3.868,7.382,17.411,9.096,11.868,3.492,7.645,4.021,8.576,8.891,23.496,8.341,6.578,4.083,7.006,9.354,3.888,9.01,10.859,7.282
PT0519,7.799,6.648,2.955,17.353,6.254,6.132,5.669,19.676,3.515,11.82,5.207,6.397,14.812,6.849,2.108,4.935,4.966,4.757,11.63,15.236,8.534,5.283,8.644,7.448,8.586,10.8,5.109,9.301,7.65,6.217,10.366,30.627,8.98,7.539,9.434,13.81,4.486,8.061,12.14,6.844,5.666,5.222,6.452,4.556,3.558,6.024,5.215,7.388,12.523,14.661,9.396,3.232
PT0520,5.538,3.934,10.31,5.096,8.259,4.746,6.399,4.064,5.152,7.535,4.476,4.106,8.235,7.006,11.691,9.801,4.628,8.769,6.621,9.4,9.055,14.081,8.466,11.594,6.935,4.579,5.595,9.595,4.162,27.363,12.307,10.581,5.469,3.117,13.037,6.011,4.762,8.161,5.145,8.003,4.659,5.389,2.248,8.452,9.262,3.642,5.58,13.914,5.733,8.758,11.451,1.942
PT0521,10.86,9.394,5.946,6.975,8.367,12.907,2.865,8.857,4.021,7.699,9.123,9.516,5.975,5.233,4.415,10.841,5.43,8.899,3.927,7.685,6.74,8.607,11.495,13.206,6.135,5.268,8.075,3.67,18.066,7.826,4.599,10.405,10.583,8.032,19.436,3.273,7.854,4.947,4.097,7.256,8.559,3.785,7.388,7.527,6.727,10.6,12.954,5.625,3.471,6.059,10.801,11.066
PT0522,7.731,3.955,4.66,5.738,8.202,7.304,9.439,22.367,5.149,14.48,8.412,8.08,4.852,4.845,9.471,3.072,5.187,7.056,2.484,13.06,4.644,6.637,4.751,22.621,13.872,18.633,27.408,8.565,17.147,8.335,6.106,3.56,4.957,8.03,2.795,6.652,5.494,8.58,6.008,7.072,4.171,4.168,4.721,7.525,5.255,4.529,15.673,5.743,12.177,11.101,4.262,7.225
PT0523,9.476,21.375,8.082,6.698,9.991,7.449,5.929,5.13,6.421,12.463,11.145,6.765,5.594,6.882,4.052,5.935,18.468,14.113,5.916,6.36,6.764,11.317,7.526,6.908,9.224,8.624,5.398,6.167,8.421,9.527,8.686,12.969,7.628,13.865,6.32,6.492,9.196,7.178,4.491,6.561,8.971,2.603,5.737,9.478,3.508,5.679,8.633,9.715,4.713,3.453,3.365,13.223
PT0524,18.281,17.784,9.717,10.748,9.002,7.844,8.452,14.541,10.094,5.017,21.834,3.037,5.79,8.313,12.051,13.74,7.577,6.767,3.12,7.308,4.901,6.078,3.723,13.308,11.839,6.742,19.965,8.427,4.883,8.17,4.452,3.309,8.328,7.804,5.36,26.597,10.377,7.595,5.763,7.665,9.447,8.68,4.934,6.247,16.127,6.816,11.22,8.849,5.501,7.744,12.417,8.006
PT0525,14.336,13.434,5.46,9.983,6.67,4.0,19.214,15.254,12.792,8.105,9.425,8.529,7.892,4.447,5.635,11.179,7.192,11.83,7.802,12.809,4.194,13.086,8.589,1.983,4.789,4.687,4.61,6.824,4.166,7.275,16.133,13.652,5.337,7.181,9.304,6.688,10.606,12.889,2.174,10.285,4.218,7.386,4.539,10.562,11.327,4.692,6.13,9.171,10.136,8.773,9.554,8.508
